iter	Logloss
292	0.3025599976
293	0.3024159851
294	0.3023873901
295	0.3023171082
296	0.3022041931
297	0.3020235291
298	0.3018966064
299	0.3017904968
300	0.3017149963
301	0.3015767822
302	0.3014297485
303	0.3013069458
304	0.3011409912
305	0.301006897
306	0.3008999939
307	0.3008078613
308	0.3006853943
309	0.3005390625
310	0.3004282532
311	0.3002616272
312	0.3001362915
313	0.3000333862
314	0.2998689575
315	0.2997176819
316	0.2996503296
317	0.2995612183
318	0.2995393066
319	0.2994293823
320	0.2993173218
321	0.2991408081
322	0.299074585
323	0.2989543762
324	0.2989203186
325	0.2987496948
326	0.2986416016
327	0.2985578003
328	0.298462616
329	0.2982939758
330	0.2982237549
331	0.2981105652
332	0.2979584961
333	0.297849884
334	0.2977799072
335	0.2977037659
336	0.2975847778
337	0.2974184265
338	0.2973228149
339	0.2971547852
340	0.2970266418
341	0.2969458008
342	0.2968201294
343	0.296660553
344	0.2965449219
345	0.2964981079
346	0.2963892517
347	0.296338623
348	0.2962316895
349	0.2960791931
350	0.2959828186
351	0.2958934021
352	0.2957647705
353	0.2956692505
354	0.2955603638
355	0.2953989868
356	0.2953145752
357	0.2952282104
358	0.2951346741
359	0.2950267639
360	0.2949337769
361	0.2948168335
362	0.2947258911
363	0.2946549377
364	0.294565155
365	0.2944475708
366	0.2943065796
367	0.2941713257
368	0.2940718689
369	0.2939967651
370	0.2939145508
371	0.2937225647
372	0.2935393677
373	0.2934662476
374	0.2933294678
375	0.2931986694
376	0.2931064453
377	0.2929958191
378	0.292931488
379	0.2928234558
380	0.292694458
381	0.2926346436
382	0.2925898438
383	0.2925175171
384	0.2924152832
385	0.292297699
386	0.2921460571
387	0.2920654907
388	0.2919417114
389	0.2918805237
390	0.2917115173
391	0.2915748901
392	0.2914324951
393	0.2913257141
394	0.2912211914
395	0.2911162109
396	0.2910462036
397	0.2909577637
398	0.2908364258
399	0.2906875916
400	0.2905505371
401	0.2904357605
402	0.2902592468
403	0.2901577148
404	0.2900529175
405	0.2898962097
406	0.2897727966
407	0.2896332397
408	0.2894692993
409	0.2892844849
410	0.2892024231
411	0.2890908508
412	0.2889910278
413	0.2888516541
414	0.2887234802
415	0.2885945435
416	0.2884709167
417	0.2883605347
418	0.2882799072
419	0.2881726074
420	0.2880879211
421	0.2879858398
422	0.2879176636
423	0.2878330078
424	0.2877512512
425	0.2876297607
426	0.287546936
427	0.2874321289
428	0.287331604
429	0.2872411499
430	0.2871274109
431	0.2870517273
432	0.2869282532
433	0.2868357849
434	0.2867307129
435	0.2866582031
436	0.2865496826
437	0.2864681396
438	0.2863911438
439	0.2862697144
440	0.2861829224
441	0.2861058044
442	0.2860173035
443	0.2859229126
444	0.2858313293
445	0.2856476135
446	0.2855419312
447	0.2854405823
448	0.2853603821
449	0.2852635803
450	0.2852299194
451	0.2851322632
452	0.2850588379
453	0.2849637146
454	0.2848529053
455	0.2847477722
456	0.2846589355
457	0.2845322876
458	0.2844369202
459	0.2843427429
460	0.2842480469
461	0.2841620483
462	0.2840266113
463	0.2839475708
464	0.2838569336
465	0.2837841797
466	0.2836920471
467	0.2836199341
468	0.2835517883
469	0.2833956909
470	0.283286499
471	0.2831721191
472	0.2830447083
473	0.2828840637
474	0.2827910767
475	0.2827087402
476	0.2826166992
477	0.2825297241
478	0.2823740845
479	0.2822946777
480	0.2821809692
481	0.2820705566
482	0.281989624
483	0.2819064941
484	0.2818222046
485	0.281696106
486	0.2816094971
487	0.2815097656
488	0.2813569336
489	0.2812597351
490	0.2811809082
491	0.2810845947
492	0.2809751587
493	0.2808728333
494	0.280705719
495	0.2805797729
496	0.280466156
497	0.2803231506
498	0.2802543335
499	0.2801430054
500	0.2800472412
501	0.2799507751
502	0.2798040771
503	0.2797066345
504	0.2795888672
505	0.2794514771
506	0.2793060913
507	0.2792393799
508	0.2791620178
509	0.2790758057
510	0.2789833374
511	0.2788885498
512	0.2787470093
513	0.2786052856
514	0.2785185852
515	0.2784052124
516	0.2783175354
517	0.2782144775
518	0.2781261292
519	0.278022583
520	0.2779637756
521	0.277893158
522	0.2778067322
523	0.2777060242
524	0.2776187744
525	0.2775331116
526	0.2774501953
527	0.277318634
528	0.2772201538
529	0.277119873
530	0.2770063477
531	0.2769208069
532	0.2768579407
533	0.2767536011
534	0.2766460571
535	0.2765425415
536	0.2764352417
537	0.2763277283
538	0.2762297058
539	0.2761550293
540	0.2760717773
541	0.2759639587
542	0.2759009399
543	0.2757730103
544	0.2756968384
545	0.2755852356
546	0.2755022888
547	0.275401123
548	0.2752846069
549	0.2751376343
550	0.2750236206
551	0.2749273987
552	0.2748227234
553	0.274701355
554	0.274630127
555	0.27450354
556	0.2744279175
557	0.2743216553
558	0.2742402649
559	0.2741881714
560	0.2740740356
561	0.2739766235
562	0.2738583679
563	0.2737745972
564	0.2736394653
565	0.2735598755
566	0.2734568481
567	0.2733649902
568	0.2732481689
569	0.2731541748
570	0.2730786133
571	0.2729516602
572	0.272856842
573	0.2727639771
574	0.2726690674
575	0.2724640503
576	0.272327301
577	0.2722235107
578	0.2721187134
579	0.272006897
580	0.2719127808
581	0.2718463745
582	0.2717774963
583	0.2716743469
584	0.2716204224
585	0.2715161133
586	0.2714306641
587	0.2713441772
588	0.2712756958
589	0.2711678772
590	0.2711048584
591	0.2710333862
592	0.2709351807
593	0.2707811279
594	0.2706585999
595	0.2705796204
596	0.2704937134
597	0.2704092407
598	0.2703474426
599	0.2702295227
600	0.2701405945
601	0.2699783936
602	0.2698706665
603	0.269806488
604	0.2697218933
605	0.2696750183
606	0.2695803528
607	0.2694838257
608	0.2694290771
609	0.2693015137
610	0.2691937866
611	0.2691431885
612	0.2690784912
613	0.268963501
614	0.268840271
615	0.2687770691
616	0.2686918945
617	0.26865448
618	0.2685496826
619	0.268445282
620	0.2682953491
621	0.2682276001
622	0.2681199951
623	0.2679599915
624	0.2678634033
625	0.2677625732
626	0.267641449
627	0.2675363464
628	0.2674689331
629	0.2673530884
630	0.2671986084
631	0.2671022339
632	0.2669370117
633	0.2668267822
634	0.266713562
635	0.266611145
636	0.2665357056
637	0.2664511108
638	0.2663890686
639	0.2662867126
640	0.2661713562
641	0.266112915
642	0.2660300903
643	0.265881073
644	0.2657666016
645	0.2656619568
646	0.2655635986
647	0.2654776611
648	0.2653639526
649	0.2652687073
650	0.2652045593
651	0.2650657349
652	0.2649849854
653	0.2649187622
654	0.2648565369
655	0.2647321167
656	0.2646550598
657	0.2645620422
658	0.2644907837
659	0.2644111938
660	0.2643301392
661	0.264218689
662	0.2641592407
663	0.2640603333
664	0.263973877
665	0.2639065247
666	0.263823822
667	0.2636989746
668	0.2636293945
669	0.2635392456
670	0.2634629517
671	0.2633799744
672	0.2632667236
673	0.2631907043
674	0.2631395874
675	0.263052124
676	0.2629562378
677	0.2628405151
678	0.2627445374
679	0.2626480713
680	0.2625526123
681	0.2624525146
682	0.2623428345
683	0.2622214355
684	0.2621586304
685	0.2620889282
686	0.2619701233
687	0.2618968811
688	0.2618138123
689	0.2617282715
690	0.2616472778
691	0.2615652466
692	0.2614674377
693	0.2613858032
694	0.2612612915
695	0.2611854858
696	0.261138855
697	0.2610263977
698	0.2609677734
699	0.2608529053
700	0.2607398376
701	0.2606604614
702	0.260609436
703	0.260526123
704	0.2603947449
705	0.2603027954
706	0.2602105103
707	0.2601095581
708	0.2600105896
709	0.2598688965
710	0.259782135
711	0.2596968994
712	0.2595761719
713	0.2594804077
714	0.2594076538
715	0.2593204041
716	0.259241333
717	0.2591687927
718	0.2591050415
719	0.2589937439
720	0.2588781433
721	0.2587690125
722	0.2586903992
723	0.2585962524
724	0.2584862671
725	0.2583457031
726	0.258280304
727	0.2582157898
728	0.2581179504
729	0.2580441589
730	0.2579664307
731	0.2578828125
732	0.2578152161
733	0.2577442017
734	0.2576508179
735	0.2575549927
736	0.257459259
737	0.2573859863
738	0.2572877502
739	0.2571782837
740	0.2571179199
741	0.2570454712
742	0.2569554138
743	0.2568880615
744	0.2568262939
745	0.2567841492
746	0.256685791
747	0.2565807495
748	0.2565281372
749	0.2564580688
750	0.2563451538
751	0.2562752991
752	0.2562042236
753	0.2561405029
754	0.2560404053
755	0.2559505615
756	0.2558413391
757	0.2557548981
758	0.2556707764
759	0.2555662537
760	0.2555120544
761	0.2554128113
762	0.2553065033
763	0.2552338562
764	0.2551187134
765	0.2550431824
766	0.254964447
767	0.2548792114
768	0.2548048248
769	0.254712677
770	0.2546579742
771	0.2545630951
772	0.2544785004
773	0.2543997498
774	0.2543231049
775	0.2542402954
776	0.2541558228
777	0.2540772095
778	0.2539907532
779	0.2539067535
780	0.2538410339
781	0.2537966309
782	0.2537121582
783	0.2536318665
784	0.2535816498
785	0.253450058
786	0.253354126
787	0.2532720184
788	0.2531624756
789	0.2530870667
790	0.2529828339
791	0.2529223785
792	0.2528556671
793	0.2527695313
794	0.2526510315
795	0.2525548401
796	0.2524775391
797	0.2523827209
798	0.2522802429
799	0.2522151184
800	0.2521075592
801	0.2520270081
802	0.2519496155
803	0.2518674927
804	0.2518247833
805	0.251765686
806	0.2516954956
807	0.2515727539
808	0.2515213776
809	0.2514260254
810	0.2513591156
811	0.2512875214
812	0.2511868286
813	0.2510715485
814	0.2509965668
815	0.2508947906
816	0.2508270264
817	0.2507469635
818	0.2506207275
819	0.2505579224
820	0.2504550781
821	0.2503400879
822	0.2502611389
823	0.2501830292
824	0.250085434
825	0.2499759827
826	0.2498982849
827	0.2498286743
828	0.249769989
829	0.2496829224
830	0.2496075897
831	0.2495258179
832	0.2494712372
833	0.2493685303
834	0.2493023682
835	0.2492448425
836	0.2491651611
837	0.2491073608
838	0.2490411224
839	0.2489230194
840	0.2488539581
841	0.2487633667
842	0.2486911926
843	0.2485899658
844	0.2485248718
845	0.2484580688
846	0.2483890839
847	0.2483205872
848	0.2482410583
849	0.2481653748
850	0.2480710449
851	0.2479941559
852	0.2479152832
853	0.2478419952
854	0.2477766113
855	0.2477192383
856	0.2476413574
857	0.2475015411
858	0.2473924713
859	0.2473186798
860	0.2472194366
861	0.2471206055
862	0.2470091095
863	0.2469193268
864	0.2468632202
865	0.2467916565
866	0.2467292023
867	0.2465997314
868	0.246530838
869	0.2464793091
870	0.2464009247
871	0.2462956543
872	0.2461819153
873	0.2461150818
874	0.2460709839
875	0.2460134277
876	0.2459398804
877	0.2458802795
878	0.2458022156
879	0.2457182617
880	0.2456157074
881	0.2455172119
882	0.2453916931
883	0.2453190308
884	0.2452422333
885	0.245175415
886	0.2451078186
887	0.2450260925
888	0.2449567413
889	0.2448771973
890	0.2447847443
891	0.2447212524
892	0.244622879
893	0.2445436096
894	0.2444898224
895	0.2444112091
896	0.2443380432
897	0.2442940979
898	0.2442298431
899	0.2441558075
900	0.2440804596
901	0.2440104828
902	0.2438847351
903	0.2438153992
904	0.2437559509
905	0.2436925964
906	0.2436546936
907	0.243572113
908	0.243510437
909	0.243445816
910	0.2433567505
911	0.2433152466
912	0.2432241821
913	0.2431383667
914	0.2430646362
915	0.242994751
916	0.2429421997
917	0.242897522
918	0.242859314
919	0.242783783
920	0.2426827393
921	0.242627533
922	0.2425649414
923	0.2424907227
924	0.2423528595
925	0.2422441406
926	0.2422006378
927	0.242147644
928	0.2420293274
929	0.2419615173
930	0.2418886871
931	0.2418199158
932	0.2417005005
933	0.2416142578
934	0.2415275879
935	0.2414855042
936	0.2414037781
937	0.2413527679
938	0.2412964478
939	0.2412181091
940	0.2411651764
941	0.2410892944
942	0.2410244751
943	0.2409241638
944	0.2408598022
945	0.2407820129
946	0.240705658
947	0.2406235962
948	0.2405527191
949	0.2404602051
950	0.2403988342
951	0.2402894592
952	0.2402411957
953	0.2401414795
954	0.2400808258
955	0.2400106049
956	0.2399223633
957	0.2398360596
958	0.2397696838
959	0.2397184143
960	0.2395990143
961	0.2395412598
962	0.2394436035
963	0.2393326721
964	0.2392593689
965	0.2391860657
966	0.2390725403
967	0.2389878235
968	0.2389403076
969	0.2388178101
970	0.2387648926
971	0.2386895294
972	0.2385696411
973	0.2384971466
974	0.2384401398
975	0.2383115845
976	0.2382492523
977	0.238170517
978	0.2380963287
979	0.2380435486
980	0.2379747009
981	0.237899292
982	0.2378592377
983	0.2377937469
984	0.2377070618
985	0.2376358337
986	0.2375589447
987	0.2374964447
988	0.2374009094
989	0.2373221283
990	0.2372516174
991	0.2371878662
992	0.2370797577
993	0.2370042725
994	0.2369087524
995	0.2368140106
996	0.2367250671
997	0.2366694031
998	0.2366122284
999	0.2365321655
